,dataset,features version,pipeline,pca_n_componenets,name,adjusted_r2,r2,mae,mape,time,params
22,haplotype_caller,split inputs,single step,8,DecisionTreeRegressor(random_state=5),0.36417219,0.36693816,6157.28855824,12.1348306,0.00017270000535063446,"{'criterion': 'mse', 'max_depth': 5}"
23,haplotype_caller,split inputs,single step,8,MLPRegressor(random_state=5),0.33136385,0.33427254,6359.67369949,12.60067703,0.002694599999813363,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,haplotype_caller,inputs count + split args,single step,1,KNeighborsRegressor(),0.18170646,0.18215143,7189.35723913,14.3738786,0.00689309999870602,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,haplotype_caller,inputs count + split args,single step,1,DecisionTreeRegressor(random_state=5),0.18496658,0.18540977,7151.59775431,14.33769253,0.0001370999962091446,"{'criterion': 'mse', 'max_depth': 5}"
2,haplotype_caller,inputs count + split args,single step,1,MLPRegressor(random_state=5),0.07912998,0.07963072,7866.72163168,15.82478148,0.0022523000006913207,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
3,haplotype_caller,inputs count + split args,single step,2,KNeighborsRegressor(),0.35336924,0.35411598,6290.13386003,12.36355693,0.00922310000169091,"{'n_neighbors': 25, 'weights': 'distance'}"
4,haplotype_caller,inputs count + split args,single step,2,DecisionTreeRegressor(random_state=5),0.22860002,0.22948246,6915.92639574,13.75634305,0.0001396000006934628,"{'criterion': 'mse', 'max_depth': 5}"
5,haplotype_caller,inputs count + split args,single step,2,MLPRegressor(random_state=5),0.13467766,0.13566224,7532.41151979,15.11636895,0.002219800000602845,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,haplotype_caller,inputs count + split args,single step,3,KNeighborsRegressor(),0.40837144,0.40940183,5996.11928874,11.85243097,0.011042600002838299,"{'n_neighbors': 25, 'weights': 'distance'}"
7,haplotype_caller,inputs count + split args,single step,3,DecisionTreeRegressor(random_state=5),0.34205674,0.34319531,6414.2921276,12.71327193,0.00014340000052470714,"{'criterion': 'mse', 'max_depth': 5}"
8,haplotype_caller,inputs count + split args,single step,3,MLPRegressor(random_state=5),0.2589346,0.26020877,6769.33934524,13.4127818,0.002181600000767503,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,haplotype_caller,inputs count + split args,single step,4,KNeighborsRegressor(),0.41762191,0.41897564,5944.24802753,11.75081241,0.012094199999410193,"{'n_neighbors': 25, 'weights': 'distance'}"
10,haplotype_caller,inputs count + split args,single step,4,DecisionTreeRegressor(random_state=5),0.37998219,0.38141779,6122.75210874,12.05678238,0.00015580000035697594,"{'criterion': 'mse', 'max_depth': 5}"
11,haplotype_caller,inputs count + split args,single step,4,MLPRegressor(random_state=5),0.26773262,0.26941237,6657.06314797,13.11385993,0.0023119000034057535,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,haplotype_caller,inputs count + split args,single step,5,KNeighborsRegressor(),0.4032423,0.40497357,6046.70482015,11.95917031,0.0148750000007567,"{'n_neighbors': 25, 'weights': 'distance'}"
13,haplotype_caller,inputs count + split args,single step,5,DecisionTreeRegressor(random_state=5),0.37338605,0.37519849,6148.91205653,12.13687813,0.00015720000374130905,"{'criterion': 'mse', 'max_depth': 5}"
14,haplotype_caller,inputs count + split args,single step,5,MLPRegressor(random_state=5),0.32524891,0.32719222,6388.97495841,12.59060243,0.00228649999917252,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,haplotype_caller,inputs count + split args,single step,6,KNeighborsRegressor(),0.39402945,0.39613702,6060.13430435,11.9889245,0.01763300000311574,"{'n_neighbors': 25, 'weights': 'uniform'}"
16,haplotype_caller,inputs count + split args,single step,6,DecisionTreeRegressor(random_state=5),0.38030802,0.38246035,6111.35617794,12.07829218,0.0001621999981580302,"{'criterion': 'mse', 'max_depth': 5}"
17,haplotype_caller,inputs count + split args,single step,6,MLPRegressor(random_state=5),0.28978506,0.29223274,6523.43546906,12.83099995,0.00231540000095265,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,haplotype_caller,inputs count + split args,single step,7,KNeighborsRegressor(),0.38092076,0.38342949,6112.75164057,12.08887777,0.029037100001005456,"{'n_neighbors': 25, 'weights': 'distance'}"
19,haplotype_caller,inputs count + split args,single step,7,DecisionTreeRegressor(random_state=5),0.37749807,0.38001983,6123.01082257,12.09889313,0.00023950000468175858,"{'criterion': 'mse', 'max_depth': 5}"
20,haplotype_caller,inputs count + split args,single step,7,MLPRegressor(random_state=5),0.34683952,0.34947797,6331.63914046,12.4758295,0.00248759999522008,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,haplotype_caller,inputs count + split args,single step,8,KNeighborsRegressor(),0.38663578,0.38947804,6066.49449389,11.99326416,0.03636969999934081,"{'n_neighbors': 25, 'weights': 'distance'}"
22,haplotype_caller,inputs count + split args,single step,8,DecisionTreeRegressor(random_state=5),0.37090294,0.37381364,6156.18053525,12.15279327,0.00017099999968195334,"{'criterion': 'mse', 'max_depth': 5}"
23,haplotype_caller,inputs count + split args,single step,8,MLPRegressor(random_state=5),0.33778686,0.34084162,6372.13995072,12.61333072,0.002546499999880325,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,haplotype_caller,split inputs and args,single step,1,KNeighborsRegressor(),0.18170646,0.18215143,7189.35723913,14.3738786,0.007052700006170198,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,haplotype_caller,split inputs and args,single step,1,DecisionTreeRegressor(random_state=5),0.18496658,0.18540977,7151.59775431,14.33769253,0.00013809999654768035,"{'criterion': 'mse', 'max_depth': 5}"
2,haplotype_caller,split inputs and args,single step,1,MLPRegressor(random_state=5),0.07912998,0.07963072,7866.72163168,15.82478148,0.00229800000670366,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
3,haplotype_caller,split inputs and args,single step,2,KNeighborsRegressor(),0.35404879,0.35479697,6290.13386003,12.36355693,0.009552799994708039,"{'n_neighbors': 25, 'weights': 'distance'}"
4,haplotype_caller,split inputs and args,single step,2,DecisionTreeRegressor(random_state=5),0.22903964,0.22992377,6915.92639574,13.75634305,0.00013740000576945022,"{'criterion': 'mse', 'max_depth': 5}"
5,haplotype_caller,split inputs and args,single step,2,MLPRegressor(random_state=5),0.13493666,0.13592313,7532.41151979,15.11636895,0.002108600005158223,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,haplotype_caller,split inputs and args,single step,3,KNeighborsRegressor(),0.40915677,0.41018914,5996.11928874,11.85243097,0.010973999997077044,"{'n_neighbors': 25, 'weights': 'distance'}"
7,haplotype_caller,split inputs and args,single step,3,DecisionTreeRegressor(random_state=5),0.34271454,0.3438553,6414.2921276,12.71327193,0.00014240000018617138,"{'criterion': 'mse', 'max_depth': 5}"
8,haplotype_caller,split inputs and args,single step,3,MLPRegressor(random_state=5),0.25943255,0.26070917,6769.33934524,13.4127818,0.002163200006179977,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,haplotype_caller,split inputs and args,single step,4,KNeighborsRegressor(),0.41842503,0.41978136,5944.24802753,11.75081241,0.011419300004490651,"{'n_neighbors': 25, 'weights': 'distance'}"
10,haplotype_caller,split inputs and args,single step,4,DecisionTreeRegressor(random_state=5),0.38071292,0.38215128,6122.75210874,12.05678238,0.0001573999979882501,"{'criterion': 'mse', 'max_depth': 5}"
11,haplotype_caller,split inputs and args,single step,4,MLPRegressor(random_state=5),0.26824749,0.26993047,6657.06314797,13.11385993,0.0023040999949444085,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,haplotype_caller,split inputs and args,single step,5,KNeighborsRegressor(),0.40401777,0.40575236,6046.70482015,11.95917031,0.014968299998145085,"{'n_neighbors': 25, 'weights': 'distance'}"
13,haplotype_caller,split inputs and args,single step,5,DecisionTreeRegressor(random_state=5),0.3741041,0.37592002,6148.91205653,12.13687813,0.00015590000111842528,"{'criterion': 'mse', 'max_depth': 5}"
14,haplotype_caller,split inputs and args,single step,5,MLPRegressor(random_state=5),0.32587439,0.32782144,6388.97495841,12.59060243,0.0023868999996921048,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,haplotype_caller,split inputs and args,single step,6,KNeighborsRegressor(),0.3947872,0.39689882,6060.13430435,11.9889245,0.01685679999354761,"{'n_neighbors': 25, 'weights': 'uniform'}"
16,haplotype_caller,split inputs and args,single step,6,DecisionTreeRegressor(random_state=5),0.38103938,0.38319586,6111.35617794,12.07829218,0.00016630000027362257,"{'criterion': 'mse', 'max_depth': 5}"
17,haplotype_caller,split inputs and args,single step,6,MLPRegressor(random_state=5),0.29034234,0.29279473,6523.43546906,12.83099995,0.002243299997644499,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,haplotype_caller,split inputs and args,single step,7,KNeighborsRegressor(),0.3816533,0.38416686,6112.75164057,12.08887777,0.030530800002452452,"{'n_neighbors': 25, 'weights': 'distance'}"
19,haplotype_caller,split inputs and args,single step,7,DecisionTreeRegressor(random_state=5),0.37822403,0.38075064,6123.01082257,12.09889313,0.00017919999663718045,"{'criterion': 'mse', 'max_depth': 5}"
20,haplotype_caller,split inputs and args,single step,7,MLPRegressor(random_state=5),0.34750651,0.35015005,6331.63914046,12.4758295,0.0025643999979365617,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,haplotype_caller,split inputs and args,single step,8,KNeighborsRegressor(),0.38737931,0.39022704,6066.49449389,11.99326416,0.03687799999897834,"{'n_neighbors': 25, 'weights': 'distance'}"
22,haplotype_caller,split inputs and args,single step,8,DecisionTreeRegressor(random_state=5),0.37161621,0.37453251,6156.18053525,12.15279327,0.0001664000010350719,"{'criterion': 'mse', 'max_depth': 5}"
23,haplotype_caller,split inputs and args,single step,8,MLPRegressor(random_state=5),0.33843645,0.34149708,6372.13995072,12.61333072,0.002447400001983624,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,mProjectPP,prev,single step,1,KNeighborsRegressor(),0.27346909,0.27408847,136.13258092,15.21404644,0.003196500001649838,"{'n_neighbors': 20, 'weights': 'uniform'}"
1,mProjectPP,prev,single step,1,DecisionTreeRegressor(random_state=5),0.28164902,0.28226142,133.81106742,15.0519119,0.0001157000006060116,"{'criterion': 'mse', 'max_depth': 5}"
2,mProjectPP,prev,single step,1,MLPRegressor(random_state=5),-0.0000913,0.00076129,173.05231891,20.97054631,0.0012596000015037134,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
3,mProjectPP,prev,single step,2,KNeighborsRegressor(),0.60432303,0.60499767,105.25746878,12.11427368,0.004014799997094087,"{'n_neighbors': 10, 'weights': 'distance'}"
4,mProjectPP,prev,single step,2,DecisionTreeRegressor(random_state=5),0.47089459,0.47179673,116.39505891,13.0993912,0.00012140000035287812,"{'criterion': 'mse', 'max_depth': 5}"
5,mProjectPP,prev,single step,2,MLPRegressor(random_state=5),0.28536935,0.28658782,130.41276776,14.38219614,0.0013581999955931678,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,mProjectPP,prev,single step,3,KNeighborsRegressor(),0.64633054,0.64723506,100.4541435,11.38483693,0.0047331999958259985,"{'n_neighbors': 10, 'weights': 'distance'}"
7,mProjectPP,prev,single step,3,DecisionTreeRegressor(random_state=5),0.50623804,0.50750086,112.18510622,12.68315108,0.00012259999493835494,"{'criterion': 'mse', 'max_depth': 5}"
8,mProjectPP,prev,single step,3,MLPRegressor(random_state=5),0.3695891,0.3712014,125.34638141,13.91385361,0.0015053999959491193,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,mProjectPP,prev,single step,4,KNeighborsRegressor(),0.66127909,0.66243415,97.22449285,11.0531567,0.004867399999056943,"{'n_neighbors': 10, 'weights': 'distance'}"
10,mProjectPP,prev,single step,4,DecisionTreeRegressor(random_state=5),0.55724583,0.55875565,105.23133915,11.94518479,0.00017949999892152846,"{'criterion': 'mse', 'max_depth': 10}"
11,mProjectPP,prev,single step,4,MLPRegressor(random_state=5),0.40560852,0.40763543,125.56656437,14.06974624,0.0014927000011084601,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,mProjectPP,prev,single step,5,KNeighborsRegressor(),0.62954078,0.63111989,97.71298122,10.9901821,0.006850000005215406,"{'n_neighbors': 15, 'weights': 'distance'}"
13,mProjectPP,prev,single step,5,DecisionTreeRegressor(random_state=5),0.5872021,0.58896168,102.18706525,11.63848991,0.00018219999765278772,"{'criterion': 'mse', 'max_depth': 10}"
14,mProjectPP,prev,single step,5,MLPRegressor(random_state=5),0.41931313,0.42178835,121.30518233,13.37335757,0.0015529000011156313,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,mProjectPP,prev,single step,6,KNeighborsRegressor(),0.65064517,0.65243215,96.97924281,10.99694556,0.006535300002724398,"{'n_neighbors': 10, 'weights': 'distance'}"
16,mProjectPP,prev,single step,6,DecisionTreeRegressor(random_state=5),0.59175316,0.59384138,102.3401432,11.67489483,0.00018039999849861488,"{'criterion': 'mse', 'max_depth': 10}"
17,mProjectPP,prev,single step,6,MLPRegressor(random_state=5),0.42325769,0.42620778,122.38680651,13.56206981,0.001577700000780169,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,mProjectPP,prev,single step,7,KNeighborsRegressor(),0.65106828,0.65315057,96.79473056,10.98434362,0.006506799996714108,"{'n_neighbors': 10, 'weights': 'distance'}"
19,mProjectPP,prev,single step,7,DecisionTreeRegressor(random_state=5),0.38502198,0.38869193,110.69761499,11.85539972,0.000250599994615186,"{'criterion': 'mae', 'max_depth': 5}"
20,mProjectPP,prev,single step,7,MLPRegressor(random_state=5),0.44466615,0.44798016,118.12042125,13.08347013,0.001729100004013162,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,mProjectPP,prev,single step,8,KNeighborsRegressor(),0.61335768,0.61599463,98.01456943,10.982552,0.00918180000007851,"{'n_neighbors': 15, 'weights': 'distance'}"
22,mProjectPP,prev,single step,8,DecisionTreeRegressor(random_state=5),0.54104481,0.54417494,103.14033211,11.87818136,0.00017740000475896522,"{'criterion': 'mse', 'max_depth': 10}"
23,mProjectPP,prev,single step,8,MLPRegressor(random_state=5),0.4677088,0.47133909,113.98844561,12.52328349,0.0017881000021588989,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,mProjectPP,inputs count,single step,1,KNeighborsRegressor(),0.26451575,0.26514276,136.57762635,15.26300941,0.0030613999988418072,"{'n_neighbors': 15, 'weights': 'uniform'}"
1,mProjectPP,inputs count,single step,1,DecisionTreeRegressor(random_state=5),0.27429217,0.27491084,133.94261441,15.03017436,0.000112599998828955,"{'criterion': 'mse', 'max_depth': 5}"
2,mProjectPP,inputs count,single step,1,MLPRegressor(random_state=5),-0.00008457,0.00076801,173.05351383,20.97051425,0.0012898999993922189,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
3,mProjectPP,inputs count,single step,2,KNeighborsRegressor(),0.63087007,0.63156765,102.85529301,11.78400009,0.0039546999978483655,"{'n_neighbors': 10, 'weights': 'distance'}"
4,mProjectPP,inputs count,single step,2,DecisionTreeRegressor(random_state=5),0.50739158,0.50829969,109.36873935,12.02189092,0.00022300000273389742,"{'criterion': 'mae', 'max_depth': 10}"
5,mProjectPP,inputs count,single step,2,MLPRegressor(random_state=5),0.2924545,0.29372909,129.83607755,14.63228381,0.0013058999975328334,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,mProjectPP,inputs count,single step,3,KNeighborsRegressor(),0.64630733,0.64731421,99.59837181,11.22014576,0.0047807000009925105,"{'n_neighbors': 10, 'weights': 'distance'}"
7,mProjectPP,inputs count,single step,3,DecisionTreeRegressor(random_state=5),0.49422978,0.49562561,106.73940607,11.86524346,0.0001731000011204742,"{'criterion': 'mse', 'max_depth': 10}"
8,mProjectPP,inputs count,single step,3,MLPRegressor(random_state=5),0.32904906,0.33086735,123.71866168,13.7538485,0.00134529999922961,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,mProjectPP,inputs count,single step,4,KNeighborsRegressor(),0.68728863,0.6884914,94.53126057,10.69132802,0.0049991000050795265,"{'n_neighbors': 10, 'weights': 'distance'}"
10,mProjectPP,inputs count,single step,4,DecisionTreeRegressor(random_state=5),0.57176491,0.57336162,101.80553221,11.54466928,0.0001773999974830076,"{'criterion': 'mse', 'max_depth': 10}"
11,mProjectPP,inputs count,single step,4,MLPRegressor(random_state=5),0.42720671,0.42929637,121.00561827,13.51857885,0.0014513999994960614,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,mProjectPP,inputs count,single step,5,KNeighborsRegressor(),0.69137064,0.6928567,90.35583783,10.17213071,0.0049050000015995465,"{'n_neighbors': 5, 'weights': 'distance'}"
13,mProjectPP,inputs count,single step,5,DecisionTreeRegressor(random_state=5),0.57409885,0.57608479,98.89398649,11.18169717,0.00017469999875174835,"{'criterion': 'mse', 'max_depth': 10}"
14,mProjectPP,inputs count,single step,5,MLPRegressor(random_state=5),0.44507726,0.44761316,117.23244803,12.91234632,0.0015936999989207834,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,mProjectPP,inputs count,single step,6,KNeighborsRegressor(),0.6907573,0.69254371,88.88208948,9.80594752,0.006122800004959572,"{'n_neighbors': 5, 'weights': 'distance'}"
16,mProjectPP,inputs count,single step,6,DecisionTreeRegressor(random_state=5),0.57339232,0.57577906,96.90714747,10.8198532,0.00017039999511325732,"{'criterion': 'mse', 'max_depth': 10}"
17,mProjectPP,inputs count,single step,6,MLPRegressor(random_state=5),0.45219138,0.45519807,117.15959572,12.87509454,0.0015445000026375055,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,mProjectPP,inputs count,single step,7,KNeighborsRegressor(),0.49309576,0.49635947,101.06010588,10.79804026,0.008737199997995049,"{'n_neighbors': 10, 'weights': 'distance'}"
19,mProjectPP,inputs count,single step,7,DecisionTreeRegressor(random_state=5),0.53150237,0.53453689,98.10095826,10.47038136,0.0002908000024035573,"{'criterion': 'mae', 'max_depth': 10}"
20,mProjectPP,inputs count,single step,7,MLPRegressor(random_state=5),0.49266034,0.49592665,109.56855615,11.82305094,0.0016883999996935017,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,mProjectPP,inputs count,single step,8,KNeighborsRegressor(),0.4859762,0.48975471,101.92300655,10.80535844,0.011760800000047311,"{'n_neighbors': 15, 'weights': 'distance'}"
22,mProjectPP,inputs count,single step,8,DecisionTreeRegressor(random_state=5),0.370556,0.37512168,101.15637564,10.80183286,0.00030020000122021884,"{'criterion': 'mae', 'max_depth': 10}"
23,mProjectPP,inputs count,single step,8,MLPRegressor(random_state=5),0.50019923,0.50388073,106.83182361,11.43163376,0.0016972000012174249,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,mProjectPP,split inputs,single step,1,KNeighborsRegressor(),0.26927734,0.26990029,140.81882453,15.96940644,0.002853099998901598,"{'n_neighbors': 10, 'weights': 'uniform'}"
1,mProjectPP,split inputs,single step,1,DecisionTreeRegressor(random_state=5),0.29258833,0.29319141,133.78334875,15.04447908,0.00011639999866019934,"{'criterion': 'mse', 'max_depth': 5}"
2,mProjectPP,split inputs,single step,1,MLPRegressor(random_state=5),-0.00005173,0.00080083,173.06172399,20.97057037,0.0012421999999787658,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
3,mProjectPP,split inputs,single step,2,KNeighborsRegressor(),0.66574892,0.66647228,97.45566128,11.2832141,0.003089199999521952,"{'n_neighbors': 5, 'weights': 'distance'}"
4,mProjectPP,split inputs,single step,2,DecisionTreeRegressor(random_state=5),0.51437837,0.51535982,106.16007553,11.90547873,0.0001731000011204742,"{'criterion': 'mse', 'max_depth': 10}"
5,mProjectPP,split inputs,single step,2,MLPRegressor(random_state=5),0.31197367,0.31330022,123.29870163,13.93746453,0.0013065000021015294,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,mProjectPP,split inputs,single step,3,KNeighborsRegressor(),0.57220616,0.57353045,98.60258788,10.96929709,0.004986700005247258,"{'n_neighbors': 10, 'weights': 'distance'}"
7,mProjectPP,split inputs,single step,3,DecisionTreeRegressor(random_state=5),0.54492418,0.54631823,99.72713799,11.00904909,0.00033070000063162297,"{'criterion': 'mae', 'max_depth': 10}"
8,mProjectPP,split inputs,single step,3,MLPRegressor(random_state=5),0.37456692,0.37639667,115.66197464,12.86844061,0.0014282999982242472,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,mProjectPP,split inputs,single step,4,KNeighborsRegressor(),0.69087357,0.69223462,90.41018431,10.15888375,0.0051753000007011,"{'n_neighbors': 10, 'weights': 'distance'}"
10,mProjectPP,split inputs,single step,4,DecisionTreeRegressor(random_state=5),0.39208739,0.39446731,109.67904947,12.01200963,0.00012240000069141388,"{'criterion': 'mse', 'max_depth': 5}"
11,mProjectPP,split inputs,single step,4,MLPRegressor(random_state=5),0.44153936,0.44375065,114.48304684,12.78848636,0.001461899999412708,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,mProjectPP,split inputs,single step,5,KNeighborsRegressor(),0.68578197,0.68750498,87.59094105,9.57665721,0.006441500001528766,"{'n_neighbors': 10, 'weights': 'distance'}"
13,mProjectPP,split inputs,single step,5,DecisionTreeRegressor(random_state=5),0.60754491,0.60960141,92.51563884,10.22472638,0.0002868000010494143,"{'criterion': 'mae', 'max_depth': 10}"
14,mProjectPP,split inputs,single step,5,MLPRegressor(random_state=5),0.46701975,0.46967525,110.64783586,12.21971716,0.0015300000013667159,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,mProjectPP,split inputs,single step,6,KNeighborsRegressor(),0.66912589,0.6712787,88.74653261,9.68639551,0.007058299997879658,"{'n_neighbors': 10, 'weights': 'distance'}"
16,mProjectPP,split inputs,single step,6,DecisionTreeRegressor(random_state=5),0.50240062,0.50540624,103.49216354,11.67592725,0.00042920000123558566,"{'criterion': 'mae', 'max_depth': 25}"
17,mProjectPP,split inputs,single step,6,MLPRegressor(random_state=5),0.49445482,0.49750109,106.62923637,11.74352957,0.0015994999994290993,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,mProjectPP,split inputs,single step,7,KNeighborsRegressor(),0.66803677,0.67055488,88.71183864,9.67344084,0.007796100006089546,"{'n_neighbors': 10, 'weights': 'distance'}"
19,mProjectPP,split inputs,single step,7,DecisionTreeRegressor(random_state=5),0.48082958,0.48446487,105.13114935,11.7987682,0.00012620000052265823,"{'criterion': 'mse', 'max_depth': 5}"
20,mProjectPP,split inputs,single step,7,MLPRegressor(random_state=5),0.50404003,0.5075368,106.87432336,11.8764992,0.0016685000009601936,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,mProjectPP,split inputs,single step,8,KNeighborsRegressor(),0.50432917,0.50832351,97.15029346,10.28951254,0.01254480000352487,"{'n_neighbors': 15, 'weights': 'distance'}"
22,mProjectPP,split inputs,single step,8,DecisionTreeRegressor(random_state=5),0.5149353,0.51885731,96.85781942,10.63786368,0.00036079999699722975,"{'criterion': 'mae', 'max_depth': 15}"
23,mProjectPP,split inputs,single step,8,MLPRegressor(random_state=5),0.52222564,0.52609793,101.78971181,10.84565256,0.0017455999986850657,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,mProjectPP,inputs count + split args,single step,1,KNeighborsRegressor(),0.27419814,0.27481689,136.02917376,15.2128205,0.004499700000451412,"{'n_neighbors': 20, 'weights': 'uniform'}"
1,mProjectPP,inputs count + split args,single step,1,DecisionTreeRegressor(random_state=5),0.25409772,0.25473361,134.7900024,15.13612041,0.00011620000441325828,"{'criterion': 'mse', 'max_depth': 5}"
2,mProjectPP,inputs count + split args,single step,1,MLPRegressor(random_state=5),-0.00008436,0.00076822,173.05371734,20.97053691,0.0012416999961715192,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
3,mProjectPP,inputs count + split args,single step,2,KNeighborsRegressor(),0.64983282,0.65054922,100.5092691,11.52167952,0.0040423999962513335,"{'n_neighbors': 10, 'weights': 'distance'}"
4,mProjectPP,inputs count + split args,single step,2,DecisionTreeRegressor(random_state=5),0.45382974,0.45488033,107.5891184,11.67765363,0.00029240000003483146,"{'criterion': 'mae', 'max_depth': 10}"
5,mProjectPP,inputs count + split args,single step,2,MLPRegressor(random_state=5),0.30238472,0.30369353,123.94942997,13.69626378,0.0013362999961827882,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,mProjectPP,inputs count + split args,single step,3,KNeighborsRegressor(),0.66087559,0.66192194,97.29091388,10.95198649,0.004745600002934225,"{'n_neighbors': 10, 'weights': 'distance'}"
7,mProjectPP,inputs count + split args,single step,3,DecisionTreeRegressor(random_state=5),0.54127449,0.54262673,102.30933407,11.46799934,0.00017720000323606655,"{'criterion': 'mse', 'max_depth': 10}"
8,mProjectPP,inputs count + split args,single step,3,MLPRegressor(random_state=5),0.37666896,0.37844219,118.55879819,13.14919842,0.0013774999970337376,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,mProjectPP,inputs count + split args,single step,4,KNeighborsRegressor(),0.70401085,0.70525889,92.44857365,10.44471437,0.005140599998412654,"{'n_neighbors': 10, 'weights': 'distance'}"
10,mProjectPP,inputs count + split args,single step,4,DecisionTreeRegressor(random_state=5),0.55645767,0.55820888,99.68040628,11.32027321,0.00017769999976735562,"{'criterion': 'mse', 'max_depth': 10}"
11,mProjectPP,inputs count + split args,single step,4,MLPRegressor(random_state=5),0.44005692,0.44220507,118.438777,13.22708514,0.0014529000036418438,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,mProjectPP,inputs count + split args,single step,5,KNeighborsRegressor(),0.70853088,0.71007167,88.53267428,9.96788151,0.004682900005718693,"{'n_neighbors': 5, 'weights': 'distance'}"
13,mProjectPP,inputs count + split args,single step,5,DecisionTreeRegressor(random_state=5),0.59030997,0.59235468,96.61436642,10.89770078,0.00018170000112149864,"{'criterion': 'mse', 'max_depth': 10}"
14,mProjectPP,inputs count + split args,single step,5,MLPRegressor(random_state=5),0.45782874,0.46043816,114.6773442,12.63602602,0.0023045999987516552,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,mProjectPP,inputs count + split args,single step,6,KNeighborsRegressor(),0.64509578,0.64726921,92.76494314,10.13339982,0.007827599998563528,"{'n_neighbors': 10, 'weights': 'distance'}"
16,mProjectPP,inputs count + split args,single step,6,DecisionTreeRegressor(random_state=5),0.56304416,0.56563728,98.02756902,10.95722508,0.00017320000188192353,"{'criterion': 'mse', 'max_depth': 10}"
17,mProjectPP,inputs count + split args,single step,6,MLPRegressor(random_state=5),0.46923158,0.47230457,112.97151986,12.30876417,0.0015413000000989996,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,mProjectPP,inputs count + split args,single step,7,KNeighborsRegressor(),0.47480786,0.47835973,100.43219258,10.63591203,0.009996699998737313,"{'n_neighbors': 10, 'weights': 'distance'}"
19,mProjectPP,inputs count + split args,single step,7,DecisionTreeRegressor(random_state=5),0.44563887,0.44936481,98.37355196,10.20520918,0.0002916000012191944,"{'criterion': 'mae', 'max_depth': 10}"
20,mProjectPP,inputs count + split args,single step,7,MLPRegressor(random_state=5),0.4985409,0.50195114,108.59747077,11.68498886,0.0016636000000289641,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
